ScientificName,Family,Genus,Species,MaxN,Common,SpeciesCode,SurveyID,Site,Season,Year
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,CR-OP09_E_S2021,OP-CR,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,SY-TP27_E_S2020,SY-TP,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,4,Exquisite Sandgoby,faex,SY-TP15_O_S2020,SY-TP,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,2,Exquisite Sandgoby,faex,SY-PH05_E_S2020,SY-PH,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,4,Exquisite Sandgoby,faex,SY-PH11_O_S2020,SY-PH,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,5,Exquisite Sandgoby,faex,SY-PH05_O_S2020,SY-PH,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,SY-TP23_C_S2021,SY-TP,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,5,Exquisite Sandgoby,faex,SY-PH01_O_S2021,SY-PH,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,SY-TP14_O_S2021,SY-TP,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,CR-OP05_O_S2020,OP-CR,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,CR-OP02_E_S2020,OP-CR,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,3,Exquisite Sandgoby,faex,SY-TP08_O_S2021,SY-TP,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,2,Exquisite Sandgoby,faex,CR-OP01_E_S2020,OP-CR,Summer,2020
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,CR-OP10_O_S2021,OP-CR,Summer,2021
Favonigobius exquisitus,Gobiidae,Favonigobius,exquisitus,1,Exquisite Sandgoby,faex,CR-OP04_O_S2021,OP-CR,Summer,2021
Favonigobius lentiginosus,Gobiidae,Favonigobius,lentiginosus,1,Eastern Longfin Goby,fale,SY-PH10_E_S2020,SY-PH,Summer,2020
Favonigobius lentiginosus,Gobiidae,Favonigobius,lentiginosus,1,Eastern Longfin Goby,fale,CR-OP09_O_S2021,OP-CR,Summer,2021
Favonigobius lentiginosus,Gobiidae,Favonigobius,lentiginosus,1,Eastern Longfin Goby,fale,SY-PH07_E_S2020,SY-PH,Summer,2020
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,1,Tamar Goby,fata,SY-TP01_O_S2020,SY-TP,Summer,2020
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,3,Tamar Goby,fata,CR-OP04_E_S2021,OP-CR,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,2,Tamar Goby,fata,CR-OP05_O_S2021,OP-CR,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,2,Tamar Goby,fata,CR-OP10_O_S2021,OP-CR,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,2,Tamar Goby,fata,CR-OP07_E_S2021,OP-CR,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,1,Tamar Goby,fata,SY-TP08_O_S2020,SY-TP,Summer,2020
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,1,Tamar Goby,fata,SY-PH08_E_S2021,SY-PH,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,1,Tamar Goby,fata,CR-OP04_O_S2021,OP-CR,Summer,2021
Favonigobius tamarensis,Gobiidae,Favonigobius,tamarensis,1,Tamar Goby,fata,SY-PH12_E_S2021,SY-PH,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-PH05_O_S2021,SY-PH,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,2,Common Silverbiddy,gesu,CR-OP06_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,15,Common Silverbiddy,gesu,CR-OP10_E_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP07_E_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,4,Common Silverbiddy,gesu,CR-OP05_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP06_E_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-PH02_E_S2021,SY-PH,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP06_O_S2020,OP-CR,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP07_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,2,Common Silverbiddy,gesu,SY-TP16_O_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP04_O_S2020,OP-CR,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,3,Common Silverbiddy,gesu,CR-OP04_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,2,Common Silverbiddy,gesu,SY-TP14_O_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-TP57_O_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP01_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-TP23_O_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-TP14_O_S2020,SY-TP,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,2,Common Silverbiddy,gesu,SY-TP14_E_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-PH06_E_S2021,SY-PH,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-TP57_E_S2020,SY-TP,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-TP27_C_S2021,SY-TP,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP07_O_S2020,OP-CR,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,CR-OP09_O_S2021,OP-CR,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,51,Common Silverbiddy,gesu,SY-PH11_O_S2020,SY-PH,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,23,Common Silverbiddy,gesu,SY-PH06_O_S2020,SY-PH,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-PH07_O_S2021,SY-PH,Summer,2021
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,2,Common Silverbiddy,gesu,CR-OP05_O_S2020,OP-CR,Summer,2020
Gerres subfasciatus,Gerreidae,Gerres,subfasciatus,1,Common Silverbiddy,gesu,SY-PH03_O_S2021,SY-PH,Summer,2021
Girella elevata,Girellidae,Girella,elevata,3,Rock Blackfish,giel,CR-OP09_C_S2020,OP-CR,Summer,2020
Girella elevata,Girellidae,Girella,elevata,1,Rock Blackfish,giel,CR-OP10_C_S2020,OP-CR,Summer,2020
Girella elevata,Girellidae,Girella,elevata,2,Rock Blackfish,giel,CR-OP09_O_S2020,OP-CR,Summer,2020
Girella elevata,Girellidae,Girella,elevata,2,Rock Blackfish,giel,CR-OP01_E_S2020,OP-CR,Summer,2020
Girella elevata,Girellidae,Girella,elevata,1,Rock Blackfish,giel,CR-OP01_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH11_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,SY-TP55_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-TP16_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-TP03_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP10_E_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH07_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,CR-OP04_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH10_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP01_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-TP06_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,CR-OP01_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP02_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,24,Luderick,gitr,SY-TP06_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,CR-OP09_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP07_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP57_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH05_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP57_O_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP37_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH10_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH12_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,17,Luderick,gitr,SY-TP15_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH06_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH10_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH07_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,CR-OP07_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP01_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP06_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH09_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,8,Luderick,gitr,SY-PH08_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH09_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-TP01_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,19,Luderick,gitr,CR-OP04_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,SY-PH04_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP14_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-PH07_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH08_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,13,Luderick,gitr,SY-TP01_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH06_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP55_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-TP03_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP07_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,CR-OP10_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH05_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-TP55_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH03_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-TP03_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,CR-OP05_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH03_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH01_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,9,Luderick,gitr,CR-OP09_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,SY-TP08_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,CR-OP06_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH01_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,SY-PH08_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,8,Luderick,gitr,CR-OP01_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,CR-OP02_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP37_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH12_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP27_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,23,Luderick,gitr,SY-PH02_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-TP15_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH12_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH02_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP08_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH04_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,14,Luderick,gitr,CR-OP05_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,CR-OP02_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH12_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,13,Luderick,gitr,CR-OP04_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,CR-OP04_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH06_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,SY-PH11_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP14_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH02_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH01_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,32,Luderick,gitr,SY-PH04_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP09_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,15,Luderick,gitr,CR-OP01_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH08_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP03_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP23_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-TP57_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-PH09_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,CR-OP07_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,CR-OP10_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,16,Luderick,gitr,SY-TP01_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH06_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,CR-OP01_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP10_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP37_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,9,Luderick,gitr,CR-OP07_E_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH08_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH11_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,10,Luderick,gitr,SY-PH02_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP57_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP23_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP37_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,8,Luderick,gitr,SY-TP16_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP09_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,8,Luderick,gitr,SY-PH03_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP23_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP06_C_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH03_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP08_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-TP06_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,CR-OP01_E_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-PH09_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP27_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH05_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP27_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,17,Luderick,gitr,CR-OP02_E_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH08_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-TP15_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,CR-OP08_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH11_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP15_O_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP57_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,6,Luderick,gitr,CR-OP10_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH12_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP57_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-TP06_E_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-TP27_C_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH05_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH04_C_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH10_O_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP06_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-PH10_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,25,Luderick,gitr,SY-PH05_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,12,Luderick,gitr,SY-TP27_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP08_E_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,5,Luderick,gitr,SY-PH06_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH02_E_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP08_O_S2021,SY-TP,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH09_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,CR-OP09_C_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,10,Luderick,gitr,SY-TP37_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,15,Luderick,gitr,SY-TP15_C_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP23_O_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,1,Luderick,gitr,SY-TP14_E_S2020,SY-TP,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,30,Luderick,gitr,CR-OP04_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,SY-PH11_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,3,Luderick,gitr,CR-OP05_O_S2020,OP-CR,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,7,Luderick,gitr,SY-PH04_O_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,12,Luderick,gitr,CR-OP10_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,11,Luderick,gitr,SY-PH02_E_S2020,SY-PH,Summer,2020
Girella tricuspidata,Girellidae,Girella,tricuspidata,2,Luderick,gitr,SY-PH10_C_S2021,SY-PH,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,15,Luderick,gitr,CR-OP02_O_S2021,OP-CR,Summer,2021
Girella tricuspidata,Girellidae,Girella,tricuspidata,4,Luderick,gitr,SY-PH07_E_S2020,SY-PH,Summer,2020
Gobiopterus semivestitus,Gobiidae,Gobiopterus,semivestitus,3,Glassgoby,gose,SY-TP03_E_S2020,SY-TP,Summer,2020
